genus,species,subclass,family,alien,main.habitat,detailed.habitat,life.form,ldetailed.life.form,sum.2007,status,listed.for.hf,verified,reason.not.listed,current,historical,synonyms,common.name,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,grout,simes
Sisyrinchium,atlanticum,Liliidae,Iridaceae,0,O,OP,H,HS,1,U,1,1,NA,1,1,NA,Blue-eyed Grass,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sisyrinchium,montanum,Liliidae,Iridaceae,0,O,OP,H,HS,1,U,1,1,NA,1,1,NA,Common Blue-eyed Grass,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sium,suave,Rosidae,Apiaceae,0,W,WO WS WP,H,HL,3,U,1,1,NA,1,1,NA,Water Parsnip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Smilax,herbacea,Liliidae,Smilacaceae,0,W,WS WP,H,HL,10,O,1,1,NA,1,1,NA,Carrion Flower,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1
Solanum,dulcamara,Asteridae,Solanaceae,1,O,OE RW,H,HL,5,U,1,1,NA,1,1,NA,Common Nightshade,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Solanum,nigrum,Asteridae,Solanaceae,0,O,OD ,H,HA,2,U,1,1,NA,1,0,NA,Black Nightshade,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solidago,arguta,Asteridae,Asteraceae,0,F,F,H,HL,22,C,1,1,NA,1,1,NA,Cutleaved Goldenrod,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1
Solidago,bicolor,Asteridae,Asteraceae,0,F,F,H,HL,8,O,1,1,NA,1,1,NA,Silver-rod,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
Solidago,caesia,Asteridae,Asteraceae,0,F,F RW,H,HL,7,O,1,1,NA,1,1,NA,Blue-stemmed Goldenrod,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Solidago,canadensis,Asteridae,Asteraceae,0,F,F RW,H,HL,4,U,1,1,NA,1,1,NA,Canada Goldenrod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Solidago,flexicaulis,Asteridae,Asteraceae,0,F,FR,H,HL,2,U,1,1,NA,1,0,NA,Zig-zag Goldenrod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Solidago,gigantea,Asteridae,Asteraceae,0,O,OP OD,H,HL,5,U,1,1,NA,1,1,NA,Giant Goldenrod,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Solidago,juncea,Asteridae,Asteraceae,0,O F,OP RW F,H,HL,13,F,1,1,NA,1,1,NA,Early Goldenrod,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0
Solidago,nemoralis,Asteridae,Asteraceae,0,O,RW,H,HL,4,U,1,1,NA,1,1,NA,Gray Goldenrod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Solidago,odora,Asteridae,Asteraceae,0,W,WP,H,HL,0,M,1,1,NA,0,1,NA,Anise Goldenrrod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solidago,puberula,Asteridae,Asteraceae,0,O,OP RP RW,H,HL,8,O,1,1,NA,1,1,NA,Downy Goldenrod,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
Solidago,rugosa,Asteridae,Asteraceae,0,O W,OP RW WO WF,H,HL,31,C,1,1,NA,1,1,NA,Rough-stemmed Goldenrod,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Solidago,uliginosa,Asteridae,Asteraceae,0,W,WO,H,HL,1,U,1,1,NA,1,1,S. purshii,Bog Goldenrod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sonchus,asper,Asteridae,Asteraceae,1,O ,RP,H,HL,2,U,1,1,NA,1,0,NA,Spiny Sow-thistle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorbaria,sorbifolia,Rosidae,Rosaceae,1,O,RP,S,S,1,U,1,1,NA,1,0,NA,False Spiraea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorbus,americana,Rosidae,Rosaceae,0,F,F,T,T,21,C,1,1,NA,1,1,NA,American Mountain Ash,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1
Sparganium,americanum,Commelinidae,Sparganiaceae,0,W,WP,H,HL,8,O,1,1,NA,1,1,NA,American Bur-reed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Sparganium,angustifolium,Commelinidae,Sparganiaceae,0,W,WP,A,AF,0,M,1,0,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparganium,erectum,Commelinidae,Sparganiaceae,0,W,WP,H,HL,2,U,1,1,NA,1,1,S. chlorocarpum,Green-fruited Bulrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sparganium,sp.,Commelinidae,Sparganiaceae,0, ,NA, ,NA,7,O,0,1,GEN,1,1,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
Spergularia,rubra,Caryophyllidae,Caryophyllaceae,1,O ,PR,H,HA,5,U,1,1,NA,1,0,NA,Common Sand-spurry,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Sphenopholis,obtustata var. major,Commelinidae,Poaceae,0,F,FR,G,GL,1,U,1,1,NA,1,0,NA,Slender Wedgegrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiraea,alba,Rosidae,Rosaceae,0,W O,WO OE,S,S,26,C,1,1,NA,1,1,S. latifolia,Meadow-sweet,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
Spiraea,tomentosa,Rosidae,Rosaceae,0,W,WO,S,S,9,O,1,1,NA,1,1,NA,Steeplebush,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1
Spiranthes,cernua,Liliidae,Orchidaceae,0,W,WO,H,HL,1,U,1,1,NA,1,1,NA,Common Ladies-tresses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Spiranthes,lacera,Liliidae,Orchidaceae,0,O,OB,H,HL,0,M,1,1,NA,0,1,S. gracilis,Slender Ladies-tresses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporobolus ,vaginiflorus,Commelinidae,Poaceae,0,O,RP,G,GL,1,U,1,1,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stellaria,borealis,Caryophyllidae,Caryophyllaceae,0,W,WS WO,H,HL,0,M,1,1,NA,0,1,NA,Northern Stichwort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stellaria,graminea,Caryophyllidae,Caryophyllaceae,1,O,OP,H,HL,1,U,1,1,NA,1,1,NA,Grass-leaved Chickweed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stellaria,media,Caryophyllidae,Caryophyllaceae,1,O,OD,H,HS,4,U,1,1,NA,1,1,NA,Common Chickweed,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptopus,roseus,Liliidae,Liliaceae,0,F,FR,H,HS,1,U,1,1,NA,1,1,NA,Rose Twisted-stalk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Symphoricarpos,albus var. laevigatus,Asteridae,Caprifoliaceae,1,O,OP,S,S,1,U,1,1,NA,1,1,NA,Snowberry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Symplocarpus,foetidus,Alismatidae,Araceae,0,W,WS,H,HS,4,U,1,1,NA,1,0,NA,Skunk Cabbage,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syringa,vulgaris,Asteridae,Oleaceae,1, ,NA,S,S,1,U,0,1,NDN,1,0,NA,Lilac,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanacetum,vulgare,Asteridae,Asteraceae,1,O,OD,H,HL,2,U,1,1,NA,1,1,NA,Tansy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taraxacum,officinale,Asteridae,Asteraceae,0,O,OG OP RW RP,H,HS,17,F,1,1,NA,1,1,NA,Common Dandelion,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
Taxus,canadensis,Gymnosperm,Taxaceae,0,F,F,S,S,9,O,1,1,NA,1,1,NA,Canada Yew,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
Thalictrum,pubescens,Magnoliidae,Ranunculaceae,0,W,WO WS,H,HL,10,O,1,1,NA,1,1,T. polygamum,Tall Meadow-rue,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
Thelypteris,noveboracensis,Pteridophyte,Aspleniaceae,0,F,F,F,F,31,C,1,1,NA,1,1,NA,New York Fern,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Thelypteris,palustris,Pteridophyte,Aspleniaceae,0,W,WO WP WF,F,F,13,F,1,1,NA,1,1,NA,Marsh Fern,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1
Thelypteris,simulata,Pteridophyte,Aspleniaceae,0,W,WF,F,F,6,O,1,1,NA,1,1,NA,Massachusetts Fern,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
Thuja,occidentalis,Gymnosperm,Cupressaceae,0,F,F,T,T,2,U,1,1,NA,1,1,NA,Northern White Cedar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymus,pulegioides,Asteridae,Lamiaceae,1,O,OG,H,HE,1,U,1,1,NA,1,0,NA,Thyme,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiarella,cordifolia,Rosidae,Saxifragaceae,0,W,WF WS,H,HE,8,O,1,1,NA,1,1,NA,Foam Flower,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tilia,americana,Rosidae,Tiliaceae,0,F,F,T,T,12,F,1,1,NA,1,1,NA,Basswood,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
Torreyochloa,pallida,Commelinidae,Poaceae,0,W,WO,G,GL,6,O,1,1,NA,1,0,Glyceria p.; Puccinellia p.,Pale Mannagrass,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Toxicodendron,radicans,Rosidae,Anacardiaceae,0,F W,F WS,V,V,30,C,1,1,NA,1,1,Rhus r.,Poison Ivy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Toxicodendron,vernix,Rosidae,Anacardiaceae,0,W,WF,T,T,4,U,1,1,NA,1,1,Rhus v.,Poison Sumac,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tragopogon,pratensis,Asteridae,Asteraceae,1,O,OP RP,H,HL,2,U,1,1,NA,1,0,NA,Yellow Goat's-beard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Triadenum,fraseri,Dilleniidae,Clusiaceae,0,W,WO WP,H,HL,0,M,1,1,NA,0,1,T. virginicum var. f.; Hypericum virginicum var. f.,Marsh St. John's-Wort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triadenum,sp.,Dilleniidae,Clusiaceae,0,NA,NA, ,NA,5,U,0,1,GEN,1,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Triadenum,virginicum,Dilleniidae,Clusiaceae,0,W,WO WP,H,HL,6,O,1,1,NA,1,1,Hypericum virginicum,Large Marsh St. John's-Wort,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
Trichostema,dichotomum,Asteridae,Lamiaceae,0,O,OD,H,HA,1,U,1,1,NA,1,1,NA,Blue Curls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trientalis,borealis,Asteridae,Primulaceae,0,F W,F WF,H,HS,31,C,1,1,NA,1,1,NA,Starflower,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Trifolium,arvense,Rosidae,Fabaceae,1,O,OP RP,H,HL,2,U,1,1,NA,1,1,NA,Rabbit-foot Clover,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trifolium,aureum,Rosidae,Fabaceae,1,O,OG,H,HL,3,U,1,1,NA,1,1,T. agrarium,Large Yellow Hop-clover,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trifolium,campestre,Rosidae,Fabaceae,1,O,OD,H,HL,2,U,1,1,NA,1,0,T. procumbens,Yellow Hop-clover,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trifolium,pratense,Rosidae,Fabaceae,1,O,OP,H,HL,9,O,1,1,NA,1,0,NA,Red Clover,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
Trifolium,repens,Rosidae,Fabaceae,1,O,OG,H,HL,10,O,1,1,NA,1,1,NA,White Clover,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Trillium,erectum,Liliidae,Liliaceae,0,F,FR,H,HS,8,O,1,1,NA,1,1,NA,Red Trillium,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Trillium,undulatum,Liliidae,Liliaceae,0,F,F,H,HS,18,F,1,1,NA,1,1,NA,Painted Trillium,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1
Tsuga,canadensis,Gymnosperm,Pinaceae,0,F,F,T,T,32,C,1,1,NA,1,1,NA,Hemlock,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Typha,angustifolia,Commelinidae,Typhaceae,0,W,WO,H,HL,1,U,1,1,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Typha,latifolia,Commelinidae,Typhaceae,0,W,WO,H,HL,3,U,1,1,NA,1,1,NA,Broad Cattail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Ulmus,americana,Hamameliidae,Ulmaceae,0,O,OE,T,T,8,O,1,1,NA,1,1,NA,American Elm,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Urtica,dioica,Hamameliidae,Urticaceae,0,F,F,H,HL,1,U,1,1,NA,1,1,U. gracilis,Common Stinging Nettle,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utricularia,cornuta,Asteridae,Lentibulariaceae,0,W,WP WB,H,HL,1,U,1,1,NA,1,0,NA,Horned Bladderwort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Utricularia,geminiscapa,Asteridae,Lentibulariaceae,0,W,WP,A,AS,6,O,1,1,NA,1,0,NA,Twinscape Bladderwort,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
Utricularia,gibba,Asteridae,Lentibulariaceae,0,W,WP,A,AS,1,U,1,1,NA,1,1,NA,Gibbous Bladderwort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utricularia,purpurea,Asteridae,Lentibulariaceae,0,W,WP,A,AS,3,U,1,1,NA,1,1,NA,Purple Bladderwort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Utricularia,radiata,Asteridae,Lentibulariaceae,0,W,WP,A,AS,2,U,1,1,NA,1,0,NA,Inflated Bladderwort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Utricularia,vulgaris,Asteridae,Lentibulariaceae,0,W,WP,A,AS,4,U,1,1,NA,1,1,NA,Common Bladderwort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Uvularia,perfoliata,Liliidae,Liliaceae,0,F,FR,H,HS,1,U,1,1,NA,1,1,NA,Perfoliate Bellwort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Uvularia,sessilifolia,Liliidae,Liliaceae,0,F,F,H,HS,28,C,1,1,NA,1,1,NA,Bellwort,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Vaccinium,angustifolium,Dilleniidae,Ericaceae,0,F,F,S,S,32,C,1,1,NA,1,1,V. pennsylvanicum,Lowbush Blueberry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Vaccinium,corymbosum,Dilleniidae,Ericaceae,0,F W,F WF,S,S,33,C,1,1,NA,1,1,NA,Highbush Blueberry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Vaccinium,macrocarpon,Dilleniidae,Ericaceae,0,W,WB,S,SDE,4,U,1,1,NA,1,1,NA,Cranberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
Vaccinium,myrtilloides,Dilleniidae,Ericaceae,0,W,WF,S,S,2,U,1,1,NA,1,1,NA,Velvet-leaf Blueberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Vaccinium,oxycoccos,Dilleniidae,Ericaceae,0,W,WB,S,SDE,2,U,1,1,NA,1,1,NA,Dwarf Cranberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Vaccinium,pallidum,Dilleniidae,Ericaceae,0,F,F,S,S,27,C,1,1,NA,1,1,V. vacillans,Lowbush Blueberry,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Veratrum,viride,Liliidae,Liliaceae,0,W,WS,H,HS,13,F,1,1,NA,1,1,NA,White Hellebore,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1
Verbascum,thapsus,Asteridae,Scrophulariaceae,1,O,OD,H,HL,4,U,1,1,NA,1,1,NA,Mullein,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Verbena,hastata,Asteridae,Verbenaceae,0,W,WP,H,HL,2,U,1,1,NA,1,1,NA,Blue Vervain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Veronica,arvensis,Asteridae,Scrophulariaceae,1,O,OG OD,H,HL,2,U,1,1,NA,1,0,NA,Field Speedwell,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veronica,officinalis,Asteridae,Scrophulariaceae,1,F,F,S,SDE,11,F,1,1,NA,1,1,NA,Common Speedwell,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Veronica,scutellata,Asteridae,Scrophulariaceae,0,W,WP,H,HL,2,U,1,1,NA,1,1,NA,Marsh Speedwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Veronica,serpyllifolia,Asteridae,Scrophulariaceae,1,O,OG OD,H,HS,3,U,1,1,NA,1,1,NA,Thyme-leaved Speedwell,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viburnum,acerifolium,Asteridae,Caprifoliaceae,0,F,F,S,S,29,C,1,1,NA,1,1,NA,Maple-leaved Viburnum,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Viburnum,dentatum var. lucidulum,Asteridae,Caprifoliaceae,0,W,WP WO,S,S,26,C,1,1,NA,1,1,V. recognitum,Smooth arrowwood,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
Viburnum,lantanoides,Asteridae,Caprifoliaceae,0,F,F,S,S,26,C,1,1,NA,1,1,V. alnifolium,Hobblebush,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Viburnum,nudum,Asteridae,Caprifoliaceae,0,F W,F WF WB,S,S,26,C,1,1,NA,1,1,V. cassinoides,Wild Raisin,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
Viburnum,opulus,Asteridae,Caprifoliaceae,0,O,OE,S,S,0,M,1,1,NA,0,1,V. trilobum,Highbush Cranberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viburnum,sp.,Asteridae,Caprifoliaceae,1,W,WS,S,S,1,U,1,0,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicia,cracca,Rosidae,Fabaceae,1,O,OG OD,H,HL,5,U,1,1,NA,1,1,NA,Cow-vetch,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Vicia,sativa,Rosidae,Fabaceae,1,O,OG,H,HA,1,U,1,1,NA,1,1,NA,Narrow-leaved Vetch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicia,tetrasperma,Rosidae,Fabaceae,1,O,OG,H,HA,3,U,1,1,NA,1,1,NA,Four-seeded Vetch,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinca,minor,Asteridae,Apocynaceae,1,O,OH,S,SDE,3,U,0,1,NDN,1,0,NA,Common Periwinkle,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Viola,blanda,Dilleniidae,Violaceae,0,F O,FR RW,H,HS,5,U,1,1,NA,1,1,V. incognita,Sweet White Violet,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Viola,cf. mackloskeyi,Dilleniidae,Violaceae,0,W,WF WO,H,HS,4,U,1,1,NA,1,1,V. pallens,Mackloskey's Violet,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
